"d","surname","firstName","start","end","gruppo","label","componente"
"http://dati.camera.it/ocd/deputato.rdf/d301551_19","FITTO","RAFFAELE","20221018","20241202","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (18.10.2022-02.12.2024)",
"http://dati.camera.it/ocd/deputato.rdf/d307459_19","FONTANA","ILARIA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4131","MOVIMENTO 5 STELLE (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307591_19","FONTANA","LORENZO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4132","LEGA - SALVINI PREMIER (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308916_19","FORATTINI","ANTONELLA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4136","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307602_19","FORMENTINI","PAOLO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4132","LEGA - SALVINI PREMIER (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d306398_19","FORNARO","FEDERICO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4136","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308881_19","FOSSI","EMILIANO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4136","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d50204_19","FOTI","TOMMASO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d301457_19","FRASSINETTI","PAOLA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307630_19","FRASSINI","REBECCA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4132","LEGA - SALVINI PREMIER (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305880_19","FRATOIANNI","NICOLA","20221018","20221027","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4111","MISTO (18.10.2022-27.10.2022)",
